6.55741 -0.161958 0.05160
6.65105 -0.162529 0.04918
6.74469 -0.163061 0.04675
6.83833 -0.163554 0.04432
6.93197 -0.164008 0.04187
7.02560 -0.164423 0.03942
7.11924 -0.164799 0.03697
7.21288 -0.165136 0.03451
7.30652 -0.165433 0.03204
7.40016 -0.165691 0.02957
7.49379 -0.165910 0.02710
7.58743 -0.166089 0.02463
7.68107 -0.166229 0.02215
7.77471 -0.166330 0.01967
7.86835 -0.166391 0.01719
7.96198 -0.166413 0.01471
8.05562 -0.166396 0.01224
8.14926 -0.166339 0.00976
8.24290 -0.166243 0.00728
8.33654 -0.166108 0.00481
8.43017 -0.165933 0.00234
8.52381 -0.165720 -0.00013
8.61745 -0.165468 -0.00259
8.71109 -0.165176 -0.00505
8.80473 -0.164846 -0.00751
8.89836 -0.164477 -0.00996
8.99200 -0.164070 -0.01240
9.08564 -0.163624 -0.01483
9.17928 -0.163140 -0.01726
9.27292 -0.162617 -0.01968
9.36655 -0.162057 -0.02209
9.46019 -0.161459 -0.02450
9.55383 -0.160823 -0.02689
9.64747 -0.160149 -0.02927
9.74111 -0.159438 -0.03164
9.83474 -0.158690 -0.03400
9.92838 -0.157905 -0.03635
10.02202 -0.157084 -0.03868
10.11566 -0.156226 -0.04101
10.20930 -0.155331 -0.04331
10.30293 -0.154401 -0.04561
10.39657 -0.153435 -0.04789
10.49021 -0.152433 -0.05015
10.58385 -0.151396 -0.05240
10.67749 -0.150324 -0.05463
10.77113 -0.149217 -0.05685
10.86476 -0.148076 -0.05904
10.95840 -0.146900 -0.06122
11.05204 -0.145691 -0.06338
11.14568 -0.144449 -0.06553
11.23932 -0.143173 -0.06765
11.33295 -0.141864 -0.06975
11.42659 -0.140522 -0.07183
11.52023 -0.139149 -0.07389
11.61387 -0.137744 -0.07593
11.70751 -0.136307 -0.07795
11.80114 -0.134839 -0.07994
11.89478 -0.133340 -0.08192
11.98842 -0.131811 -0.08386
12.08206 -0.130251 -0.08579
12.17570 -0.128663 -0.08769
12.26933 -0.127045 -0.08956
12.36297 -0.125398 -0.09141
12.45661 -0.123723 -0.09324
12.55025 -0.122020 -0.09504
12.64389 -0.120289 -0.09681
12.73752 -0.118531 -0.09855
12.83116 -0.116747 -0.10027
12.92480 -0.114936 -0.10196
13.01844 -0.113100 -0.10362
13.11208 -0.111238 -0.10525
13.20571 -0.109351 -0.10686
13.29935 -0.107440 -0.10843
13.39299 -0.105505 -0.10997
13.48663 -0.103547 -0.11149
13.58027 -0.101566 -0.11297
13.67390 -0.099562 -0.11443
13.76754 -0.097537 -0.11585
13.86118 -0.095490 -0.11724
13.95482 -0.093422 -0.11860
14.04846 -0.091333 -0.11992
14.14209 -0.089225 -0.12122
14.23573 -0.087098 -0.12248
14.32937 -0.084951 -0.12370
14.42301 -0.082786 -0.12490
14.51665 -0.080604 -0.12606
14.61028 -0.078404 -0.12719
14.70392 -0.076188 -0.12828
14.79756 -0.073956 -0.12934
14.89120 -0.071708 -0.13036
14.98484 -0.069445 -0.13135
15.07847 -0.067167 -0.13230
15.17211 -0.064876 -0.13322
15.26575 -0.062572 -0.13410
15.35939 -0.060254 -0.13495
15.45303 -0.057925 -0.13576
15.54666 -0.055584 -0.13653
15.64030 -0.053233 -0.13727
15.73394 -0.050870 -0.13797
15.82758 -0.048498 -0.13863
15.92122 -0.046117 -0.13926
16.01485 -0.043728 -0.13985
16.10849 -0.041330 -0.14040
16.20213 -0.038925 -0.14091
16.29577 -0.036513 -0.14139
16.38941 -0.034095 -0.14183
16.48304 -0.031672 -0.14223
16.57668 -0.029243 -0.14259
16.67032 -0.026811 -0.14292
16.76396 -0.024374 -0.14321
16.85760 -0.021935 -0.14346
16.95123 -0.019493 -0.14367
17.04487 -0.017049 -0.14384
17.13851 -0.014604 -0.14398
17.23215 -0.012158 -0.14407
17.32579 -0.009712 -0.14413
17.41942 -0.007267 -0.14415
17.51306 -0.004823 -0.14413
17.60670 -0.002381 -0.14408
17.70034 0.000058 -0.14398
17.79398 0.002495 -0.14385
17.88761 0.004927 -0.14368
17.98125 0.007356 -0.14347
18.07489 0.009779 -0.14322
18.16853 0.012197 -0.14294
18.26217 0.014608 -0.14262
18.35580 0.017013 -0.14225
18.44944 0.019410 -0.14186
18.54308 0.021799 -0.14142
18.63672 0.024180 -0.14094
18.73036 0.026551 -0.14043
18.82399 0.028912 -0.13989
18.91763 0.031263 -0.13930
19.01127 0.033603 -0.13868
19.10491 0.035931 -0.13802
19.19855 0.038247 -0.13732
19.29218 0.040549 -0.13659
19.38582 0.042839 -0.13582
19.47946 0.045114 -0.13502
19.57310 0.047374 -0.13417
19.66674 0.049620 -0.13330
19.76037 0.051849 -0.13239
19.85401 0.054062 -0.13144
19.94765 0.056258 -0.13046
20.04129 0.058436 -0.12944
20.13493 0.060597 -0.12839
20.22856 0.062738 -0.12731
20.32220 0.064860 -0.12619
20.41584 0.066963 -0.12504
20.50948 0.069045 -0.12385
20.60312 0.071106 -0.12263
20.69676 0.073146 -0.12138
20.79039 0.075164 -0.12010
20.88403 0.077159 -0.11879
20.97767 0.079132 -0.11744
21.07131 0.081080 -0.11606
21.16495 0.083005 -0.11466
21.25858 0.084905 -0.11322
21.35222 0.086780 -0.11175
21.44586 0.088630 -0.11025
21.53950 0.090454 -0.10873
21.63314 0.092251 -0.10717
21.72677 0.094021 -0.10558
21.82041 0.095764 -0.10397
21.91405 0.097479 -0.10233
22.00769 0.099165 -0.10067
22.10133 0.100823 -0.09897
22.19496 0.102451 -0.09725
22.28860 0.104050 -0.09551
22.38224 0.105619 -0.09374
22.47588 0.107157 -0.09194
22.56952 0.108665 -0.09012
22.66315 0.110141 -0.08828
22.75679 0.111585 -0.08641
22.85043 0.112998 -0.08452
22.94407 0.114378 -0.08261
23.03771 0.115725 -0.08067
23.13134 0.117039 -0.07872
23.22498 0.118320 -0.07674
23.31862 0.119567 -0.07474
23.41226 0.120779 -0.07273
23.50590 0.121957 -0.07069
23.59953 0.123101 -0.06864
23.69317 0.124209 -0.06656
23.78681 0.125282 -0.06447
23.88045 0.126319 -0.06237
23.97409 0.127321 -0.06024
24.06772 0.128286 -0.05810
24.16136 0.129215 -0.05595
24.25500 0.130107 -0.05378
24.34864 0.130962 -0.05160
24.44228 0.131780 -0.04940
24.53591 0.132561 -0.04719
24.62955 0.133304 -0.04497
24.72319 0.134009 -0.04273
24.81683 0.134676 -0.04049
24.91047 0.135306 -0.03823
25.00410 0.135897 -0.03597
25.09774 0.136449 -0.03369
25.19138 0.136963 -0.03141
25.28502 0.137438 -0.02912
25.37866 0.137875 -0.02682
25.47229 0.138272 -0.02451
25.56593 0.138630 -0.02220
25.65957 0.138949 -0.01988
25.75321 0.139229 -0.01756
25.84685 0.139470 -0.01523
25.94048 0.139671 -0.01290
26.03412 0.139833 -0.01057
26.12776 0.139955 -0.00823
26.22140 0.140038 -0.00589
26.31504 0.140081 -0.00355
26.40867 0.140085 -0.00121
26.50231 0.140049 0.00113
26.59595 0.139974 0.00347
26.68959 0.139859 0.00581
26.78323 0.139704 0.00814
26.87686 0.139511 0.01048
26.97050 0.139277 0.01281
27.06414 0.139005 0.01514
27.15778 0.138693 0.01746
27.25142 0.138342 0.01978
27.34505 0.137952 0.02209
27.43869 0.137524 0.02440
27.53233 0.137056 0.02670
27.62597 0.136549 0.02899
27.71961 0.136004 0.03127
27.81324 0.135421 0.03355
27.90688 0.134799 0.03581
28.00052 0.134139 0.03807
28.09416 0.133441 0.04031
28.18780 0.132705 0.04255
28.28143 0.131932 0.04477
28.37507 0.131122 0.04698
28.46871 0.130274 0.04918
28.56235 0.129389 0.05136
28.65599 0.128468 0.05353
28.74962 0.127510 0.05569
28.84326 0.126516 0.05783
28.93690 0.125486 0.05995
29.03054 0.124420 0.06206
29.12418 0.123319 0.06415
29.21781 0.122183 0.06622
29.31145 0.121012 0.06828
29.40509 0.119806 0.07031
29.49873 0.118567 0.07233
29.59237 0.117293 0.07433
29.68600 0.115986 0.07630
29.77964 0.114646 0.07826
29.87328 0.113273 0.08020
29.96692 0.111867 0.08211
30.06056 0.110430 0.08400
30.15419 0.108961 0.08587
30.24783 0.107460 0.08771
30.34147 0.105928 0.08954
30.43511 0.104366 0.09133
30.52875 0.102774 0.09311
30.62239 0.101152 0.09485
30.71602 0.099501 0.09657
30.80966 0.097821 0.09827
30.90330 0.096112 0.09994
30.99694 0.094376 0.10158
31.09058 0.092612 0.10319
31.18421 0.090821 0.10478
31.27785 0.089003 0.10633
31.37149 0.087159 0.10786
31.46513 0.085290 0.10936
31.55877 0.083395 0.11083
31.65240 0.081476 0.11227
31.74604 0.079533 0.11368
31.83968 0.077566 0.11506
31.93332 0.075576 0.11641
32.02696 0.073563 0.11772
32.12059 0.071529 0.11901
32.21423 0.069472 0.12026
32.30787 0.067395 0.12148
32.40151 0.065297 0.12266
32.49515 0.063180 0.12382
32.58878 0.061043 0.12494
32.68242 0.058887 0.12602
32.77606 0.056713 0.12707
32.86970 0.054521 0.12809
32.96334 0.052312 0.12907
33.05697 0.050087 0.13002
33.15061 0.047846 0.13093
33.24425 0.045589 0.13181
33.33789 0.043318 0.13265
33.43153 0.041032 0.13345
33.52516 0.038733 0.13422
33.61880 0.036421 0.13495
33.71244 0.034096 0.13565
33.80608 0.031760 0.13631
33.89972 0.029413 0.13693
33.99335 0.027055 0.13751
34.08699 0.024687 0.13806
34.18063 0.022310 0.13857
34.27427 0.019924 0.13904
34.36791 0.017530 0.13947
34.46154 0.015129 0.13987
34.55518 0.012721 0.14023
34.64882 0.010306 0.14055
34.74246 0.007886 0.14083
34.83610 0.005462 0.14107
34.92973 0.003033 0.14128
35.02337 0.000600 0.14144
35.11701 -0.001836 0.14157
35.21065 -0.004274 0.14166
35.30429 -0.006713 0.14171
35.39792 -0.009154 0.14172
35.49156 -0.011596 0.14170
35.58520 -0.014037 0.14163
35.67884 -0.016477 0.14153
35.77248 -0.018916 0.14139
35.86611 -0.021352 0.14120
35.95975 -0.023786 0.14098
36.05339 -0.026217 0.14073
36.14703 -0.028643 0.14043
36.24067 -0.031065 0.14009
36.33430 -0.033482 0.13972
36.42794 -0.035892 0.13931
36.52158 -0.038296 0.13886
36.61522 -0.040693 0.13837
36.70886 -0.043082 0.13784
36.80249 -0.045462 0.13728
36.89613 -0.047834 0.13667
36.98977 -0.050195 0.13603
37.08341 -0.052547 0.13536
37.17705 -0.054887 0.13464
37.27068 -0.057216 0.13389
37.36432 -0.059533 0.13310
37.45796 -0.061836 0.13228
37.55160 -0.064127 0.13141
37.64524 -0.066403 0.13052
37.73887 -0.068665 0.12958
37.83251 -0.070911 0.12861
37.92615 -0.073142 0.12760
38.01979 -0.075356 0.12656
38.11343 -0.077554 0.12549
38.20706 -0.079733 0.12437
38.30070 -0.081895 0.12323
38.39434 -0.084038 0.12205
38.48798 -0.086161 0.12083
38.58162 -0.088265 0.11958
38.67525 -0.090348 0.11830
38.76889 -0.092410 0.11699
38.86253 -0.094451 0.11564
38.95617 -0.096470 0.11426
39.04981 -0.098466 0.11285
39.14344 -0.100439 0.11140
39.23708 -0.102388 0.10993
39.33072 -0.104314 0.10842
39.42436 -0.106214 0.10688
39.51800 -0.108089 0.10532
39.61163 -0.109939 0.10372
39.70527 -0.111762 0.10209
39.79891 -0.113559 0.10044
39.89255 -0.115329 0.09875
39.98619 -0.117071 0.09704
40.07982 -0.118785 0.09530
40.17346 -0.120470 0.09353
40.26710 -0.122126 0.09174
40.36074 -0.123753 0.08992
40.45438 -0.125350 0.08807
40.54802 -0.126917 0.08620
40.64165 -0.128453 0.08430
40.73529 -0.129958 0.08238
40.82893 -0.131431 0.08043
40.92257 -0.132872 0.07846
41.01621 -0.134281 0.07647
41.10984 -0.135658 0.07446
41.20348 -0.137001 0.07242
41.29712 -0.138311 0.07036
41.39076 -0.139587 0.06828
41.48440 -0.140829 0.06618
41.57803 -0.142037 0.06407
41.67167 -0.143210 0.06193
41.76531 -0.144348 0.05977
41.85895 -0.145450 0.05759
41.95259 -0.146517 0.05540
42.04622 -0.147548 0.05319
42.13986 -0.148542 0.05096
42.23350 -0.149500 0.04872
42.32714 -0.150422 0.04646
42.42078 -0.151306 0.04419
42.51441 -0.152153 0.04190
42.60805 -0.152963 0.03960
42.70169 -0.153735 0.03729
42.79533 -0.154469 0.03496
42.88897 -0.155165 0.03262
42.98260 -0.155823 0.03027
43.07624 -0.156442 0.02791
43.16988 -0.157023 0.02554
43.26352 -0.157565 0.02316
43.35716 -0.158068 0.02077
43.45079 -0.158532 0.01838
43.54443 -0.158957 0.01597
43.63807 -0.159343 0.01356
43.73171 -0.159689 0.01114
43.82535 -0.159996 0.00872
43.91898 -0.160263 0.00629
44.01262 -0.160491 0.00385
44.10626 -0.160679 0.00142
44.19990 -0.160827 -0.00103
44.29354 -0.160936 -0.00347
44.38717 -0.161005 -0.00592
44.48081 -0.161033 -0.00836
44.57445 -0.161022 -0.01081
44.66809 -0.160972 -0.01326
44.76173 -0.160881 -0.01571
44.85536 -0.160750 -0.01816
44.94900 -0.160580 -0.02061
45.04264 -0.160370 -0.02305
45.13628 -0.160120 -0.02549
45.22992 -0.159831 -0.02793
45.32355 -0.159501 -0.03037
45.41719 -0.159133 -0.03280
45.51083 -0.158725 -0.03522
45.60447 -0.158277 -0.03764
45.69811 -0.157791 -0.04006
45.79174 -0.157265 -0.04246
45.88538 -0.156700 -0.04486
45.97902 -0.156097 -0.04725
46.07266 -0.155454 -0.04963
46.16630 -0.154773 -0.05201
46.25993 -0.154054 -0.05437
46.35357 -0.153296 -0.05672
46.44721 -0.152500 -0.05907
46.54085 -0.151667 -0.06140
46.63449 -0.150795 -0.06372
46.72812 -0.149886 -0.06602
46.82176 -0.148940 -0.06832
46.91540 -0.147957 -0.07060
47.00904 -0.146936 -0.07286
47.10268 -0.145880 -0.07511
47.19631 -0.144786 -0.07735
47.28995 -0.143657 -0.07956
47.38359 -0.142492 -0.08177
47.47723 -0.141291 -0.08395
47.57087 -0.140055 -0.08612
47.66450 -0.138783 -0.08827
47.75814 -0.137477 -0.09040
47.85178 -0.136137 -0.09252
47.94542 -0.134762 -0.09461
48.03906 -0.133353 -0.09668
